"","time","COROP_LEV","COROP_AFN","AANTAL"
"2399",2022-01-01,"CR14","CR37",24359
"2400",2022-01-01,"CR14","CR38",7698
"2401",2022-01-01,"CR14","CR40",12379
"2402",2022-01-01,"CR14",NA,6
"2403",2022-01-01,"CR15","CR10",889
"2404",2022-01-01,"CR15","CR12",7389
"2405",2022-01-01,"CR15","CR13",37526
"2406",2022-01-01,"CR15","CR14",68557
"2407",2022-01-01,"CR15","CR15",29297
"2408",2022-01-01,"CR15","CR16",20968
"2409",2022-01-01,"CR15","CR17",37147
"2410",2022-01-01,"CR15","CR30",978
"2411",2022-01-01,"CR15","CR34",11024
"2412",2022-01-01,"CR15","CR35",68901
"2413",2022-01-01,"CR15","CR36",48301
"2414",2022-01-01,"CR15","CR37",3798
"2415",2022-01-01,"CR15","CR38",8298
"2416",2022-01-01,"CR15","CR40",3944
"2417",2022-01-01,"CR16","CR09",4
"2418",2022-01-01,"CR16","CR10",14
"2419",2022-01-01,"CR16","CR11",500
"2420",2022-01-01,"CR16","CR12",788
"2421",2022-01-01,"CR16","CR13",21567
"2422",2022-01-01,"CR16","CR14",22399
"2423",2022-01-01,"CR16","CR15",12630
"2424",2022-01-01,"CR16","CR16",5489
"2425",2022-01-01,"CR16","CR17",51559
"2426",2022-01-01,"CR16","CR28",4406
"2427",2022-01-01,"CR16","CR30",3956
"2428",2022-01-01,"CR16","CR33",8258
"2429",2022-01-01,"CR16","CR34",22
"2430",2022-01-01,"CR16","CR35",86367
"2431",2022-01-01,"CR16","CR36",9051
"2432",2022-01-01,"CR16","CR38",1400
"2433",2022-01-01,"CR16","CR40",704
"2434",2022-01-01,"CR17","CR01",21380
"2435",2022-01-01,"CR17","CR08",140
"2436",2022-01-01,"CR17","CR10",8452
"2437",2022-01-01,"CR17","CR11",712
"2438",2022-01-01,"CR17","CR12",6749
"2439",2022-01-01,"CR17","CR13",49427
"2440",2022-01-01,"CR17","CR14",25733
"2441",2022-01-01,"CR17","CR15",3377
"2442",2022-01-01,"CR17","CR16",14220
"2443",2022-01-01,"CR17","CR17",142790
"2444",2022-01-01,"CR17","CR18",236
"2445",2022-01-01,"CR17","CR19",5
"2446",2022-01-01,"CR17","CR24",4
"2447",2022-01-01,"CR17","CR25",200
"2448",2022-01-01,"CR17","CR28",3808
"2449",2022-01-01,"CR17","CR29",22
"2450",2022-01-01,"CR17","CR30",7553
"2451",2022-01-01,"CR17","CR32",72
"2452",2022-01-01,"CR17","CR33",1070
"2453",2022-01-01,"CR17","CR34",652
"2454",2022-01-01,"CR17","CR35",25700
"2455",2022-01-01,"CR17","CR36",18950
"2456",2022-01-01,"CR17","CR37",878
"2457",2022-01-01,"CR17","CR38",1394
"2458",2022-01-01,"CR17","CR40",6256
"2459",2022-01-01,"CR18","CR13",14986
"2460",2022-01-01,"CR18","CR14",2974
"2461",2022-01-01,"CR18","CR17",4039
"2462",2022-01-01,"CR18","CR18",2751
"2463",2022-01-01,"CR18","CR19",37
"2464",2022-01-01,"CR18","CR25",504
"2465",2022-01-01,"CR18","CR40",8
"2466",2022-01-01,"CR19","CR13",4740
"2467",2022-01-01,"CR19","CR14",5
"2468",2022-01-01,"CR19","CR17",161
"2469",2022-01-01,"CR19","CR19",16
"2470",2022-01-01,"CR20","CR13",8
"2471",2022-01-01,"CR20","CR18",4
"2472",2022-01-01,"CR20","CR19",8
"2473",2022-01-01,"CR22","CR19",2
"2474",2022-01-01,"CR23","CR06",4
"2475",2022-01-01,"CR23","CR13",1447
"2476",2022-01-01,"CR23","CR16",359
"2477",2022-01-01,"CR23","CR17",5036
"2478",2022-01-01,"CR23","CR18",244
"2479",2022-01-01,"CR23","CR19",732
"2480",2022-01-01,"CR23","CR20",10
"2481",2022-01-01,"CR24","CR13",12
"2482",2022-01-01,"CR24","CR34",4
"2483",2022-01-01,"CR25","CR12",600
"2484",2022-01-01,"CR25","CR13",7764
"2485",2022-01-01,"CR25","CR14",4234
"2486",2022-01-01,"CR25","CR17",7550
"2487",2022-01-01,"CR25","CR19",22
"2488",2022-01-01,"CR25","CR25",438
"2489",2022-01-01,"CR25","CR27",4
"2490",2022-01-01,"CR25","CR28",1686
"2491",2022-01-01,"CR25","CR30",30
"2492",2022-01-01,"CR25","CR35",4879
"2493",2022-01-01,"CR26","CR14",2
"2494",2022-01-01,"CR26","CR26",8
"2495",2022-01-01,"CR26","CR32",2
"2496",2022-01-01,"CR27","CR33",2
"2497",2022-01-01,"CR28","CR13",3732
"2498",2022-01-01,"CR28","CR14",9940
"2499",2022-01-01,"CR28","CR15",131
"2500",2022-01-01,"CR28","CR16",204
"2501",2022-01-01,"CR28","CR17",12718
"2502",2022-01-01,"CR28","CR23",4
"2503",2022-01-01,"CR28","CR25",4630
"2504",2022-01-01,"CR28","CR28",258
"2505",2022-01-01,"CR28","CR32",2
"2506",2022-01-01,"CR28","CR34",4230
"2507",2022-01-01,"CR28","CR35",2608
"2508",2022-01-01,"CR28","CR36",3682
"2509",2022-01-01,"CR28","CR40",2
"2510",2022-01-01,"CR29","CR06",2
"2511",2022-01-01,"CR29","CR13",584
"2512",2022-01-01,"CR29","CR16",4
"2513",2022-01-01,"CR29","CR17",56
"2514",2022-01-01,"CR29","CR28",1914
"2515",2022-01-01,"CR29","CR29",18
"2516",2022-01-01,"CR29","CR31",8
"2517",2022-01-01,"CR29","CR32",80
"2518",2022-01-01,"CR29","CR33",96
"2519",2022-01-01,"CR29","CR34",12
"2520",2022-01-01,"CR29","CR36",32508
"2521",2022-01-01,"CR30","CR10",3164
"2522",2022-01-01,"CR30","CR11",22080
"2523",2022-01-01,"CR30","CR13",4412
"2524",2022-01-01,"CR30","CR14",3467
"2525",2022-01-01,"CR30","CR15",872
"2526",2022-01-01,"CR30","CR16",1328
"2527",2022-01-01,"CR30","CR17",8258
"2528",2022-01-01,"CR30","CR24",1
"2529",2022-01-01,"CR30","CR28",1885
"2530",2022-01-01,"CR30","CR30",18
"2531",2022-01-01,"CR30","CR32",2110
"2532",2022-01-01,"CR30","CR35",2008
"2533",2022-01-01,"CR30","CR36",100
"2534",2022-01-01,"CR30","CR38",44
"2535",2022-01-01,"CR31","CR13",218
"2536",2022-01-01,"CR31","CR14",3990
"2537",2022-01-01,"CR31","CR15",30
"2538",2022-01-01,"CR31","CR17",7622
"2539",2022-01-01,"CR31","CR31",5391
"2540",2022-01-01,"CR31","CR32",4
"2541",2022-01-01,"CR31","CR33",20
"2542",2022-01-01,"CR31","CR35",8075
"2543",2022-01-01,"CR31","CR36",9711
"2544",2022-01-01,"CR32","CR12",11792
"2545",2022-01-01,"CR32","CR13",5130
"2546",2022-01-01,"CR32","CR14",12214
"2547",2022-01-01,"CR32","CR15",2
"2548",2022-01-01,"CR32","CR16",6
"2549",2022-01-01,"CR32","CR17",3764
"2550",2022-01-01,"CR32","CR29",6
"2551",2022-01-01,"CR32","CR30",214
"2552",2022-01-01,"CR32","CR31",10
"2553",2022-01-01,"CR32","CR32",2326
"2554",2022-01-01,"CR32","CR33",12200
"2555",2022-01-01,"CR32","CR34",900
"2556",2022-01-01,"CR32","CR35",29941
"2557",2022-01-01,"CR32","CR36",10899
"2558",2022-01-01,"CR32","CR37",1680
"2559",2022-01-01,"CR33","CR13",28411
"2560",2022-01-01,"CR33","CR14",15895
"2561",2022-01-01,"CR33","CR15",624
"2562",2022-01-01,"CR33","CR16",884
"2563",2022-01-01,"CR33","CR17",88541
"2564",2022-01-01,"CR33","CR30",850
"2565",2022-01-01,"CR33","CR31",4
"2566",2022-01-01,"CR33","CR32",6963
"2567",2022-01-01,"CR33","CR33",113792
"2568",2022-01-01,"CR33","CR34",14119
"2569",2022-01-01,"CR33","CR35",192821
"2570",2022-01-01,"CR33","CR36",65103
"2571",2022-01-01,"CR33","CR37",9454
"2572",2022-01-01,"CR33","CR38",6863
"2573",2022-01-01,"CR34","CR10",816
"2574",2022-01-01,"CR34","CR11",286
"2575",2022-01-01,"CR34","CR12",3764
"2576",2022-01-01,"CR34","CR13",15013
"2577",2022-01-01,"CR34","CR14",32859
"2578",2022-01-01,"CR34","CR15",1200
"2579",2022-01-01,"CR34","CR16",4260
"2580",2022-01-01,"CR34","CR17",55462
"2581",2022-01-01,"CR34","CR28",480
"2582",2022-01-01,"CR34","CR30",5291
"2583",2022-01-01,"CR34","CR31",9204
"2584",2022-01-01,"CR34","CR32",1826
"2585",2022-01-01,"CR34","CR33",30173
"2586",2022-01-01,"CR34","CR34",159261
"2587",2022-01-01,"CR34","CR35",186671
"2588",2022-01-01,"CR34","CR36",224819
"2589",2022-01-01,"CR34","CR37",17456
"2590",2022-01-01,"CR34","CR38",9877
"2591",2022-01-01,"CR34",NA,1
"2592",2022-01-01,"CR35","CR01",7464
"2593",2022-01-01,"CR35","CR04",1056
"2594",2022-01-01,"CR35","CR05",720
"2595",2022-01-01,"CR35","CR10",7155
"2596",2022-01-01,"CR35","CR11",706
"2597",2022-01-01,"CR35","CR12",9796
"2598",2022-01-01,"CR35","CR13",84419
"2599",2022-01-01,"CR35","CR14",322893
"2600",2022-01-01,"CR35","CR15",24046
"2601",2022-01-01,"CR35","CR16",1960
"2602",2022-01-01,"CR35","CR17",242174
"2603",2022-01-01,"CR35","CR29",12878
"2604",2022-01-01,"CR35","CR30",3662
"2605",2022-01-01,"CR35","CR32",26685
"2606",2022-01-01,"CR35","CR33",37382
"2607",2022-01-01,"CR35","CR34",19957
"2608",2022-01-01,"CR35","CR35",1875548
"2609",2022-01-01,"CR35","CR36",803449
"2610",2022-01-01,"CR35","CR37",190373
"2611",2022-01-01,"CR35","CR38",76159
"2612",2022-01-01,"CR35","CR40",2994
"2613",2022-01-01,"CR35",NA,4
"2614",2022-01-01,"CR36","CR01",16258
"2615",2022-01-01,"CR36","CR10",13976
"2616",2022-01-01,"CR36","CR11",4000
"2617",2022-01-01,"CR36","CR12",1560
"2618",2022-01-01,"CR36","CR13",75000
"2619",2022-01-01,"CR36","CR14",371174
"2620",2022-01-01,"CR36","CR15",10552
"2621",2022-01-01,"CR36","CR16",10119
"2622",2022-01-01,"CR36","CR17",170590
"2623",2022-01-01,"CR36","CR23",3
"2624",2022-01-01,"CR36","CR28",8
"2625",2022-01-01,"CR36","CR29",19574
"2626",2022-01-01,"CR36","CR30",7011
"2627",2022-01-01,"CR36","CR31",5846
"2628",2022-01-01,"CR36","CR32",7572
"2629",2022-01-01,"CR36","CR33",51821
"2630",2022-01-01,"CR36","CR34",24431
"2631",2022-01-01,"CR36","CR35",675032
"2632",2022-01-01,"CR36","CR36",1398244
"2633",2022-01-01,"CR36","CR37",109052
"2634",2022-01-01,"CR36","CR38",159799
"2635",2022-01-01,"CR36","CR39",776
"2636",2022-01-01,"CR37","CR10",4332
"2637",2022-01-01,"CR37","CR12",3568
"2638",2022-01-01,"CR37","CR13",66528
"2639",2022-01-01,"CR37","CR14",172521
"2640",2022-01-01,"CR37","CR15",5170
"2641",2022-01-01,"CR37","CR16",368
"2642",2022-01-01,"CR37","CR17",120055
"2643",2022-01-01,"CR37","CR23",5140
"2644",2022-01-01,"CR37","CR28",480
"2645",2022-01-01,"CR37","CR30",2408
"2646",2022-01-01,"CR37","CR32",3438
"2647",2022-01-01,"CR37","CR34",1056
"2648",2022-01-01,"CR37","CR35",495772
"2649",2022-01-01,"CR37","CR36",490355
"2650",2022-01-01,"CR37","CR37",530682
"2651",2022-01-01,"CR37","CR38",108019
"2652",2022-01-01,"CR37","CR39",1060
"2653",2022-01-01,"CR37","CR40",27384
"2654",2022-01-01,"CR37",NA,2
"2655",2022-01-01,"CR38","CR11",518
"2656",2022-01-01,"CR38","CR12",1842
"2657",2022-01-01,"CR38","CR13",8662
"2658",2022-01-01,"CR38","CR14",123329
"2659",2022-01-01,"CR38","CR15",552
"2660",2022-01-01,"CR38","CR16",177
"2661",2022-01-01,"CR38","CR17",48044
"2662",2022-01-01,"CR38","CR30",544
"2663",2022-01-01,"CR38","CR31",6636
"2664",2022-01-01,"CR38","CR33",2240
"2665",2022-01-01,"CR38","CR35",115402
"2666",2022-01-01,"CR38","CR36",243548
"2667",2022-01-01,"CR38","CR37",68339
"2668",2022-01-01,"CR38","CR38",341759
"2669",2022-01-01,"CR38","CR39",3884
"2670",2022-01-01,"CR38","CR40",410
"2671",2022-01-01,"CR39","CR14",3130
"2672",2022-01-01,"CR39","CR17",1114
"2673",2022-01-01,"CR39","CR18",2
"2674",2022-01-01,"CR39","CR19",4
"2675",2022-01-01,"CR39","CR30",103
"2676",2022-01-01,"CR39","CR35",992
"2677",2022-01-01,"CR39","CR36",5223
"2678",2022-01-01,"CR39","CR38",4345
"2679",2022-01-01,"CR39","CR39",6642
"2680",2022-01-01,"CR39",NA,8
"2681",2022-01-01,"CR40","CR06",2
"2682",2022-01-01,"CR40","CR09",316
"2683",2022-01-01,"CR40","CR10",42
"2684",2022-01-01,"CR40","CR11",120
"2685",2022-01-01,"CR40","CR12",1692
"2686",2022-01-01,"CR40","CR13",11157
"2687",2022-01-01,"CR40","CR14",12568
"2688",2022-01-01,"CR40","CR15",1686
"2689",2022-01-01,"CR40","CR17",15939
"2690",2022-01-01,"CR40","CR29",74
"2691",2022-01-01,"CR40","CR30",354
"2692",2022-01-01,"CR40","CR34",434
"2693",2022-01-01,"CR40","CR35",43270
"2694",2022-01-01,"CR40","CR36",7279
"2695",2022-01-01,"CR40","CR37",788
"2696",2022-01-01,"CR40","CR38",4108
"2697",2022-01-01,"CR40","CR39",8
"2698",2022-01-01,"CR40","CR40",5568
