"","time","COROP_LEV","COROP_AFN","AANTAL"
"1",2019-01-01,"CR01","CR01",9820
"2",2019-01-01,"CR01","CR03",550
"3",2019-01-01,"CR01","CR04",722
"4",2019-01-01,"CR01","CR05",452
"5",2019-01-01,"CR01","CR08",5070
"6",2019-01-01,"CR01","CR09",544
"7",2019-01-01,"CR01","CR10",3048
"8",2019-01-01,"CR01","CR13",859
"9",2019-01-01,"CR01","CR14",5514
"10",2019-01-01,"CR01","CR17",168
"11",2019-01-01,"CR01","CR35",13556
"12",2019-01-01,"CR01","CR36",2574
"13",2019-01-01,"CR02","CR01",1856
"14",2019-01-01,"CR02","CR03",110
"15",2019-01-01,"CR02","CR10",74
"16",2019-01-01,"CR02","CR13",432
"17",2019-01-01,"CR02","CR14",468
"18",2019-01-01,"CR02","CR35",626
"19",2019-01-01,"CR03","CR01",160
"20",2019-01-01,"CR03","CR03",1334
"21",2019-01-01,"CR03","CR04",726
"22",2019-01-01,"CR03","CR05",4
"23",2019-01-01,"CR03","CR06",2638
"24",2019-01-01,"CR03","CR07",4
"25",2019-01-01,"CR03","CR08",880
"26",2019-01-01,"CR03","CR10",1248
"27",2019-01-01,"CR03","CR13",52
"28",2019-01-01,"CR03","CR14",1443
"29",2019-01-01,"CR03","CR17",769
"30",2019-01-01,"CR03","CR35",830
"31",2019-01-01,"CR03","CR36",6230
"32",2019-01-01,"CR04","CR03",572
"33",2019-01-01,"CR04","CR04",754
"34",2019-01-01,"CR04","CR06",52
"35",2019-01-01,"CR04","CR10",4452
"36",2019-01-01,"CR04","CR14",72
"37",2019-01-01,"CR04","CR17",1106
"38",2019-01-01,"CR04","CR35",5170
"39",2019-01-01,"CR04","CR36",612
"40",2019-01-01,"CR05","CR04",926
"41",2019-01-01,"CR05","CR05",216
"42",2019-01-01,"CR05","CR06",6
"43",2019-01-01,"CR05","CR13",3608
"44",2019-01-01,"CR05","CR14",854
"45",2019-01-01,"CR05","CR17",4202
"46",2019-01-01,"CR05","CR36",3542
"47",2019-01-01,"CR05","CR40",1080
"48",2019-01-01,"CR06","CR01",3400
"49",2019-01-01,"CR06","CR03",2618
"50",2019-01-01,"CR06","CR04",4
"51",2019-01-01,"CR06","CR05",960
"52",2019-01-01,"CR06","CR06",536
"53",2019-01-01,"CR06","CR07",2312
"54",2019-01-01,"CR06","CR09",440
"55",2019-01-01,"CR06","CR10",1222
"56",2019-01-01,"CR06","CR11",480
"57",2019-01-01,"CR06","CR12",800
"58",2019-01-01,"CR06","CR13",1954
"59",2019-01-01,"CR06","CR14",1264
"60",2019-01-01,"CR06","CR17",2934
"61",2019-01-01,"CR06","CR33",1110
"62",2019-01-01,"CR06","CR36",4543
"63",2019-01-01,"CR07","CR01",556
"64",2019-01-01,"CR07","CR03",62
"65",2019-01-01,"CR07","CR06",1480
"66",2019-01-01,"CR07","CR07",4270
"67",2019-01-01,"CR07","CR08",300
"68",2019-01-01,"CR07","CR09",400
"69",2019-01-01,"CR07","CR10",826
"70",2019-01-01,"CR07","CR11",1
"71",2019-01-01,"CR07","CR12",42
"72",2019-01-01,"CR07","CR13",1410
"73",2019-01-01,"CR07","CR14",3994
"74",2019-01-01,"CR07","CR15",1790
"75",2019-01-01,"CR07","CR16",2158
"76",2019-01-01,"CR07","CR17",2078
"77",2019-01-01,"CR07","CR33",4
"78",2019-01-01,"CR07","CR35",4106
"79",2019-01-01,"CR07","CR36",2036
"80",2019-01-01,"CR07","CR40",1536
"81",2019-01-01,"CR08","CR01",10085
"82",2019-01-01,"CR08","CR03",82
"83",2019-01-01,"CR08","CR07",2452
"84",2019-01-01,"CR08","CR08",5749
"85",2019-01-01,"CR08","CR09",1832
"86",2019-01-01,"CR08","CR10",2700
"87",2019-01-01,"CR08","CR11",1524
"88",2019-01-01,"CR08","CR12",3108
"89",2019-01-01,"CR08","CR13",11948
"90",2019-01-01,"CR08","CR14",13445
"91",2019-01-01,"CR08","CR16",2840
"92",2019-01-01,"CR08","CR17",1238
"93",2019-01-01,"CR08","CR35",9743
"94",2019-01-01,"CR09","CR01",1088
"95",2019-01-01,"CR09","CR03",26
"96",2019-01-01,"CR09","CR06",2
"97",2019-01-01,"CR09","CR07",770
"98",2019-01-01,"CR09","CR08",1008
"99",2019-01-01,"CR09","CR09",2240
"100",2019-01-01,"CR09","CR10",2114
"101",2019-01-01,"CR09","CR11",2022
"102",2019-01-01,"CR09","CR12",3830
"103",2019-01-01,"CR09","CR13",4722
"104",2019-01-01,"CR09","CR14",9332
"105",2019-01-01,"CR09","CR15",598
"106",2019-01-01,"CR09","CR17",1910
"107",2019-01-01,"CR09","CR35",2102
"108",2019-01-01,"CR09","CR36",1370
"109",2019-01-01,"CR09","CR37",864
"110",2019-01-01,"CR09","CR40",260
"111",2019-01-01,"CR10","CR01",14087
"112",2019-01-01,"CR10","CR02",48
"113",2019-01-01,"CR10","CR04",696
"114",2019-01-01,"CR10","CR05",20
"115",2019-01-01,"CR10","CR06",56
"116",2019-01-01,"CR10","CR07",2598
"117",2019-01-01,"CR10","CR08",4390
"118",2019-01-01,"CR10","CR09",7802
"119",2019-01-01,"CR10","CR10",43077
"120",2019-01-01,"CR10","CR11",9696
"121",2019-01-01,"CR10","CR12",16392
"122",2019-01-01,"CR10","CR13",28028
"123",2019-01-01,"CR10","CR14",16818
"124",2019-01-01,"CR10","CR15",2762
"125",2019-01-01,"CR10","CR17",13949
"126",2019-01-01,"CR10","CR18",16
"127",2019-01-01,"CR10","CR35",31265
"128",2019-01-01,"CR10","CR36",7866
"129",2019-01-01,"CR10","CR40",616
"130",2019-01-01,"CR11","CR06",680
"131",2019-01-01,"CR11","CR09",384
"132",2019-01-01,"CR11","CR10",10062
"133",2019-01-01,"CR11","CR11",28268
"134",2019-01-01,"CR11","CR12",14203
"135",2019-01-01,"CR11","CR13",22393
"136",2019-01-01,"CR11","CR14",20487
"137",2019-01-01,"CR11","CR15",1694
"138",2019-01-01,"CR11","CR17",5054
"139",2019-01-01,"CR11","CR35",9408
"140",2019-01-01,"CR11","CR36",14700
"141",2019-01-01,"CR11","CR40",2048
"142",2019-01-01,"CR12","CR01",2512
"143",2019-01-01,"CR12","CR07",920
"144",2019-01-01,"CR12","CR08",13600
"145",2019-01-01,"CR12","CR09",888
"146",2019-01-01,"CR12","CR10",22230
"147",2019-01-01,"CR12","CR11",11557
"148",2019-01-01,"CR12","CR12",101857
"149",2019-01-01,"CR12","CR13",38192
"150",2019-01-01,"CR12","CR14",58825
"151",2019-01-01,"CR12","CR15",1622
"152",2019-01-01,"CR12","CR16",840
"153",2019-01-01,"CR12","CR17",51126
"154",2019-01-01,"CR12","CR18",840
"155",2019-01-01,"CR12","CR28",730
"156",2019-01-01,"CR12","CR35",31928
"157",2019-01-01,"CR12","CR36",7766
"158",2019-01-01,"CR12","CR37",30
"159",2019-01-01,"CR12","CR38",1612
"160",2019-01-01,"CR12","CR40",396
"161",2019-01-01,"CR13","CR01",2002
"162",2019-01-01,"CR13","CR03",4
"163",2019-01-01,"CR13","CR05",1920
"164",2019-01-01,"CR13","CR08",1104
"165",2019-01-01,"CR13","CR10",3492
"166",2019-01-01,"CR13","CR11",3028
"167",2019-01-01,"CR13","CR12",10664
"168",2019-01-01,"CR13","CR13",86086
"169",2019-01-01,"CR13","CR14",27528
"170",2019-01-01,"CR13","CR15",2460
"171",2019-01-01,"CR13","CR16",7602
"172",2019-01-01,"CR13","CR17",69724
"173",2019-01-01,"CR13","CR18",240
"174",2019-01-01,"CR13","CR23",1160
"175",2019-01-01,"CR13","CR25",1760
"176",2019-01-01,"CR13","CR28",394
"177",2019-01-01,"CR13","CR30",1723
"178",2019-01-01,"CR13","CR33",2116
"179",2019-01-01,"CR13","CR35",32024
"180",2019-01-01,"CR13","CR36",12531
"181",2019-01-01,"CR13","CR37",1344
"182",2019-01-01,"CR13","CR38",308
"183",2019-01-01,"CR13","CR40",1496
"184",2019-01-01,"CR14","CR01",3735
"185",2019-01-01,"CR14","CR08",1608
"186",2019-01-01,"CR14","CR09",502
"187",2019-01-01,"CR14","CR10",13250
"188",2019-01-01,"CR14","CR11",12054
"189",2019-01-01,"CR14","CR12",21657
"190",2019-01-01,"CR14","CR13",52939
"191",2019-01-01,"CR14","CR14",200684
"192",2019-01-01,"CR14","CR15",9462
"193",2019-01-01,"CR14","CR16",4
"194",2019-01-01,"CR14","CR17",20942
"195",2019-01-01,"CR14","CR30",288
"196",2019-01-01,"CR14","CR34",1640
"197",2019-01-01,"CR14","CR35",74558
"198",2019-01-01,"CR14","CR36",5792
"199",2019-01-01,"CR14","CR37",748
"200",2019-01-01,"CR14","CR38",720
"201",2019-01-01,"CR14","CR40",4960
"202",2019-01-01,"CR15","CR06",506
"203",2019-01-01,"CR15","CR10",4914
"204",2019-01-01,"CR15","CR11",840
"205",2019-01-01,"CR15","CR12",4242
"206",2019-01-01,"CR15","CR13",3506
"207",2019-01-01,"CR15","CR14",19312
"208",2019-01-01,"CR15","CR15",21251
"209",2019-01-01,"CR15","CR16",7980
"210",2019-01-01,"CR15","CR17",7915
"211",2019-01-01,"CR15","CR33",864
"212",2019-01-01,"CR15","CR34",3287
"213",2019-01-01,"CR15","CR35",16242
"214",2019-01-01,"CR15","CR36",8326
"215",2019-01-01,"CR15","CR37",1817
"216",2019-01-01,"CR15","CR38",160
"217",2019-01-01,"CR15","CR40",1768
"218",2019-01-01,"CR16","CR10",959
"219",2019-01-01,"CR16","CR11",550
"220",2019-01-01,"CR16","CR12",78
"221",2019-01-01,"CR16","CR13",11481
"222",2019-01-01,"CR16","CR14",10824
"223",2019-01-01,"CR16","CR15",3330
"224",2019-01-01,"CR16","CR16",1110
"225",2019-01-01,"CR16","CR17",14971
"226",2019-01-01,"CR16","CR28",1590
"227",2019-01-01,"CR16","CR30",434
"228",2019-01-01,"CR16","CR34",14
"229",2019-01-01,"CR16","CR35",21780
"230",2019-01-01,"CR16","CR36",2280
"231",2019-01-01,"CR16","CR38",220
"232",2019-01-01,"CR16","CR40",300
"233",2019-01-01,"CR17","CR01",10188
"234",2019-01-01,"CR17","CR07",36
"235",2019-01-01,"CR17","CR12",3579
"236",2019-01-01,"CR17","CR13",22743
"237",2019-01-01,"CR17","CR14",16510
"238",2019-01-01,"CR17","CR15",1096
"239",2019-01-01,"CR17","CR16",2800
"240",2019-01-01,"CR17","CR17",38564
"241",2019-01-01,"CR17","CR18",256
"242",2019-01-01,"CR17","CR25",4
"243",2019-01-01,"CR17","CR28",2544
"244",2019-01-01,"CR17","CR33",168
"245",2019-01-01,"CR17","CR34",464
"246",2019-01-01,"CR17","CR35",9722
"247",2019-01-01,"CR17","CR36",3576
"248",2019-01-01,"CR17","CR37",88
"249",2019-01-01,"CR17","CR38",90
"250",2019-01-01,"CR17","CR40",1728
"251",2019-01-01,"CR18","CR05",1440
"252",2019-01-01,"CR18","CR13",3790
"253",2019-01-01,"CR18","CR14",1674
"254",2019-01-01,"CR18","CR17",1432
"255",2019-01-01,"CR18","CR18",1574
"256",2019-01-01,"CR18","CR19",14
"257",2019-01-01,"CR18","CR23",30
"258",2019-01-01,"CR19","CR13",1152
"259",2019-01-01,"CR19","CR17",80
"260",2019-01-01,"CR19","CR19",12
"261",2019-01-01,"CR23","CR10",144
"262",2019-01-01,"CR23","CR13",658
"263",2019-01-01,"CR23","CR17",1812
"264",2019-01-01,"CR23","CR18",80
"265",2019-01-01,"CR23","CR19",90
"266",2019-01-01,"CR23","CR36",432
"267",2019-01-01,"CR25","CR13",1416
"268",2019-01-01,"CR25","CR17",2066
"269",2019-01-01,"CR25","CR25",56
"270",2019-01-01,"CR25","CR28",440
"271",2019-01-01,"CR25","CR30",720
"272",2019-01-01,"CR25","CR35",1220
"273",2019-01-01,"CR27","CR25",2
"274",2019-01-01,"CR28","CR11",308
"275",2019-01-01,"CR28","CR12",208
"276",2019-01-01,"CR28","CR13",1829
"277",2019-01-01,"CR28","CR14",1308
"278",2019-01-01,"CR28","CR15",78
"279",2019-01-01,"CR28","CR16",162
"280",2019-01-01,"CR28","CR17",5624
"281",2019-01-01,"CR28","CR18",72
"282",2019-01-01,"CR28","CR23",24
"283",2019-01-01,"CR28","CR25",1324
"284",2019-01-01,"CR28","CR28",366
"285",2019-01-01,"CR28","CR29",38
"286",2019-01-01,"CR28","CR33",4392
"287",2019-01-01,"CR28","CR35",2066
"288",2019-01-01,"CR28","CR36",866
"289",2019-01-01,"CR28","CR37",432
"290",2019-01-01,"CR29","CR14",362
"291",2019-01-01,"CR29","CR15",386
"292",2019-01-01,"CR29","CR17",354
"293",2019-01-01,"CR29","CR28",164
"294",2019-01-01,"CR29","CR29",40
"295",2019-01-01,"CR29","CR32",8
"296",2019-01-01,"CR29","CR33",148
"297",2019-01-01,"CR29","CR35",2760
"298",2019-01-01,"CR29","CR36",8336
"299",2019-01-01,"CR30","CR11",4536
"300",2019-01-01,"CR30","CR13",400
"301",2019-01-01,"CR30","CR14",690
"302",2019-01-01,"CR30","CR15",102
"303",2019-01-01,"CR30","CR17",3134
"304",2019-01-01,"CR30","CR25",60
"305",2019-01-01,"CR30","CR28",380
"306",2019-01-01,"CR30","CR30",544
"307",2019-01-01,"CR30","CR32",836
"308",2019-01-01,"CR30","CR33",928
"309",2019-01-01,"CR30","CR34",146
"310",2019-01-01,"CR30","CR35",1810
"311",2019-01-01,"CR30","CR36",120
"312",2019-01-01,"CR31","CR17",1706
"313",2019-01-01,"CR31","CR31",150
"314",2019-01-01,"CR31","CR33",14
"315",2019-01-01,"CR31","CR34",176
"316",2019-01-01,"CR31","CR35",4324
"317",2019-01-01,"CR31","CR36",5434
"318",2019-01-01,"CR32","CR03",2
"319",2019-01-01,"CR32","CR12",2536
"320",2019-01-01,"CR32","CR14",2960
"321",2019-01-01,"CR32","CR17",2252
"322",2019-01-01,"CR32","CR29",4
"323",2019-01-01,"CR32","CR32",1646
"324",2019-01-01,"CR32","CR33",4282
"325",2019-01-01,"CR32","CR34",936
"326",2019-01-01,"CR32","CR35",15808
"327",2019-01-01,"CR32","CR36",7898
"328",2019-01-01,"CR33","CR09",704
"329",2019-01-01,"CR33","CR13",6476
"330",2019-01-01,"CR33","CR14",10594
"331",2019-01-01,"CR33","CR15",1404
"332",2019-01-01,"CR33","CR16",530
"333",2019-01-01,"CR33","CR17",25426
"334",2019-01-01,"CR33","CR29",18
"335",2019-01-01,"CR33","CR32",2860
"336",2019-01-01,"CR33","CR33",44664
"337",2019-01-01,"CR33","CR34",14475
"338",2019-01-01,"CR33","CR35",51828
"339",2019-01-01,"CR33","CR36",19718
"340",2019-01-01,"CR33","CR37",3200
"341",2019-01-01,"CR33","CR38",4466
"342",2019-01-01,"CR34","CR12",224
"343",2019-01-01,"CR34","CR13",11095
"344",2019-01-01,"CR34","CR14",11406
"345",2019-01-01,"CR34","CR15",1286
"346",2019-01-01,"CR34","CR17",14190
"347",2019-01-01,"CR34","CR28",240
"348",2019-01-01,"CR34","CR31",2700
"349",2019-01-01,"CR34","CR32",6478
"350",2019-01-01,"CR34","CR33",7800
"351",2019-01-01,"CR34","CR34",53595
"352",2019-01-01,"CR34","CR35",81934
"353",2019-01-01,"CR34","CR36",68156
"354",2019-01-01,"CR34","CR37",6622
"355",2019-01-01,"CR34","CR38",5482
"356",2019-01-01,"CR35","CR01",2880
"357",2019-01-01,"CR35","CR04",972
"358",2019-01-01,"CR35","CR06",1079
"359",2019-01-01,"CR35","CR08",70
"360",2019-01-01,"CR35","CR10",2606
"361",2019-01-01,"CR35","CR12",13795
"362",2019-01-01,"CR35","CR13",41256
"363",2019-01-01,"CR35","CR14",121155
"364",2019-01-01,"CR35","CR15",12517
"365",2019-01-01,"CR35","CR16",5494
"366",2019-01-01,"CR35","CR17",84366
"367",2019-01-01,"CR35","CR28",500
"368",2019-01-01,"CR35","CR31",2416
"369",2019-01-01,"CR35","CR32",6472
"370",2019-01-01,"CR35","CR33",10034
"371",2019-01-01,"CR35","CR34",16146
"372",2019-01-01,"CR35","CR35",610696
"373",2019-01-01,"CR35","CR36",259828
"374",2019-01-01,"CR35","CR37",51055
"375",2019-01-01,"CR35","CR38",27762
"376",2019-01-01,"CR35","CR39",688
"377",2019-01-01,"CR35","CR40",6678
"378",2019-01-01,"CR36","CR02",4
"379",2019-01-01,"CR36","CR09",400
"380",2019-01-01,"CR36","CR12",1534
"381",2019-01-01,"CR36","CR13",27694
"382",2019-01-01,"CR36","CR14",102655
"383",2019-01-01,"CR36","CR15",1470
"384",2019-01-01,"CR36","CR16",1004
"385",2019-01-01,"CR36","CR17",64692
"386",2019-01-01,"CR36","CR25",792
"387",2019-01-01,"CR36","CR29",9708
"388",2019-01-01,"CR36","CR30",428
"389",2019-01-01,"CR36","CR31",2440
"390",2019-01-01,"CR36","CR32",6508
"391",2019-01-01,"CR36","CR33",19144
"392",2019-01-01,"CR36","CR34",20321
"393",2019-01-01,"CR36","CR35",252489
"394",2019-01-01,"CR36","CR36",419120
"395",2019-01-01,"CR36","CR37",54694
"396",2019-01-01,"CR36","CR38",32782
"397",2019-01-01,"CR36","CR39",86
"398",2019-01-01,"CR37","CR09",100
"399",2019-01-01,"CR37","CR10",108
"400",2019-01-01,"CR37","CR11",1804
"401",2019-01-01,"CR37","CR12",5040
"402",2019-01-01,"CR37","CR13",21160
"403",2019-01-01,"CR37","CR14",58018
"404",2019-01-01,"CR37","CR15",1172
"405",2019-01-01,"CR37","CR17",49843
"406",2019-01-01,"CR37","CR28",240
"407",2019-01-01,"CR37","CR31",2070
"408",2019-01-01,"CR37","CR33",720
"409",2019-01-01,"CR37","CR34",3722
"410",2019-01-01,"CR37","CR35",123892
"411",2019-01-01,"CR37","CR36",180014
"412",2019-01-01,"CR37","CR37",211002
"413",2019-01-01,"CR37","CR38",22932
"414",2019-01-01,"CR37","CR39",698
"415",2019-01-01,"CR38","CR11",460
"416",2019-01-01,"CR38","CR13",2602
"417",2019-01-01,"CR38","CR14",25079
"418",2019-01-01,"CR38","CR15",666
"419",2019-01-01,"CR38","CR17",20172
"420",2019-01-01,"CR38","CR34",272
"421",2019-01-01,"CR38","CR35",39379
"422",2019-01-01,"CR38","CR36",76243
"423",2019-01-01,"CR38","CR37",17221
"424",2019-01-01,"CR38","CR38",100962
"425",2019-01-01,"CR38","CR39",6990
"426",2019-01-01,"CR39","CR13",1600
"427",2019-01-01,"CR39","CR14",1026
"428",2019-01-01,"CR39","CR17",622
"429",2019-01-01,"CR39","CR35",1244
"430",2019-01-01,"CR39","CR36",1158
"431",2019-01-01,"CR39","CR38",514
"432",2019-01-01,"CR39","CR39",2752
"433",2019-01-01,"CR40","CR06",4
"434",2019-01-01,"CR40","CR10",14
"435",2019-01-01,"CR40","CR12",1729
"436",2019-01-01,"CR40","CR13",3966
"437",2019-01-01,"CR40","CR14",1735
"438",2019-01-01,"CR40","CR15",1040
"439",2019-01-01,"CR40","CR17",14353
"440",2019-01-01,"CR40","CR23",18
"441",2019-01-01,"CR40","CR31",934
"442",2019-01-01,"CR40","CR33",116
"443",2019-01-01,"CR40","CR35",6225
"444",2019-01-01,"CR40","CR36",946
"445",2019-01-01,"CR40","CR37",88
"446",2019-01-01,"CR40","CR38",292
"447",2019-01-01,"CR40","CR39",10
"448",2019-01-01,"CR40","CR40",1586
"449",2019-01-01,NA,"CR13",4
"450",2019-01-01,NA,"CR36",4
"451",2019-02-01,"CR01","CR01",11862
"452",2019-02-01,"CR01","CR02",1086
"453",2019-02-01,"CR01","CR03",116
"454",2019-02-01,"CR01","CR05",396
"455",2019-02-01,"CR01","CR06",280
"456",2019-02-01,"CR01","CR08",4350
"457",2019-02-01,"CR01","CR09",628
"458",2019-02-01,"CR01","CR10",2960
"459",2019-02-01,"CR01","CR11",1120
"460",2019-02-01,"CR01","CR12",26
"461",2019-02-01,"CR01","CR13",1934
"462",2019-02-01,"CR01","CR14",4179
"463",2019-02-01,"CR01","CR17",64
"464",2019-02-01,"CR01","CR35",9342
"465",2019-02-01,"CR01","CR36",1630
"466",2019-02-01,"CR02","CR01",2288
"467",2019-02-01,"CR02","CR03",104
"468",2019-02-01,"CR02","CR09",4
"469",2019-02-01,"CR02","CR10",120
"470",2019-02-01,"CR02","CR14",302
"471",2019-02-01,"CR03","CR01",480
"472",2019-02-01,"CR03","CR02",6
"473",2019-02-01,"CR03","CR03",2210
"474",2019-02-01,"CR03","CR04",481
"475",2019-02-01,"CR03","CR06",778
"476",2019-02-01,"CR03","CR07",4
"477",2019-02-01,"CR03","CR10",744
"478",2019-02-01,"CR03","CR13",322
"479",2019-02-01,"CR03","CR14",2398
"480",2019-02-01,"CR03","CR17",694
"481",2019-02-01,"CR03","CR35",1512
"482",2019-02-01,"CR03","CR36",4474
"483",2019-02-01,"CR04","CR03",480
"484",2019-02-01,"CR04","CR04",5192
"485",2019-02-01,"CR04","CR06",56
"486",2019-02-01,"CR04","CR10",634
"487",2019-02-01,"CR04","CR13",478
"488",2019-02-01,"CR04","CR14",62
"489",2019-02-01,"CR04","CR17",366
"490",2019-02-01,"CR04","CR35",3889
"491",2019-02-01,"CR04","CR36",862
"492",2019-02-01,"CR05","CR04",702
"493",2019-02-01,"CR05","CR05",190
"494",2019-02-01,"CR05","CR06",4
"495",2019-02-01,"CR05","CR07",2
"496",2019-02-01,"CR05","CR09",792
"497",2019-02-01,"CR05","CR13",1720
"498",2019-02-01,"CR05","CR14",420
"499",2019-02-01,"CR05","CR17",3360
"500",2019-02-01,"CR05","CR36",5074
"501",2019-02-01,"CR05","CR40",647
"502",2019-02-01,"CR06","CR01",3400
"503",2019-02-01,"CR06","CR03",1898
"504",2019-02-01,"CR06","CR05",2510
"505",2019-02-01,"CR06","CR06",18
"506",2019-02-01,"CR06","CR07",3600
"507",2019-02-01,"CR06","CR09",440
"508",2019-02-01,"CR06","CR10",2238
"509",2019-02-01,"CR06","CR11",1328
"510",2019-02-01,"CR06","CR12",1040
"511",2019-02-01,"CR06","CR13",914
"512",2019-02-01,"CR06","CR14",1352
"513",2019-02-01,"CR06","CR17",2793
"514",2019-02-01,"CR06","CR33",1248
"515",2019-02-01,"CR06","CR36",3194
"516",2019-02-01,"CR07","CR01",1494
"517",2019-02-01,"CR07","CR03",62
"518",2019-02-01,"CR07","CR06",3022
"519",2019-02-01,"CR07","CR07",2710
"520",2019-02-01,"CR07","CR09",900
"521",2019-02-01,"CR07","CR10",2164
"522",2019-02-01,"CR07","CR12",133
"523",2019-02-01,"CR07","CR13",2182
"524",2019-02-01,"CR07","CR14",2244
"525",2019-02-01,"CR07","CR15",1656
"526",2019-02-01,"CR07","CR16",2164
"527",2019-02-01,"CR07","CR17",1460
"528",2019-02-01,"CR07","CR35",2636
"529",2019-02-01,"CR07","CR36",1708
"530",2019-02-01,"CR07","CR37",28
"531",2019-02-01,"CR07","CR38",200
"532",2019-02-01,"CR07","CR40",576
"533",2019-02-01,"CR08","CR01",9351
"534",2019-02-01,"CR08","CR03",50
"535",2019-02-01,"CR08","CR07",1371
"536",2019-02-01,"CR08","CR08",3868
"537",2019-02-01,"CR08","CR09",1616
"538",2019-02-01,"CR08","CR10",4453
"539",2019-02-01,"CR08","CR11",1200
"540",2019-02-01,"CR08","CR12",596
"541",2019-02-01,"CR08","CR13",12966
"542",2019-02-01,"CR08","CR14",11722
"543",2019-02-01,"CR08","CR16",1816
"544",2019-02-01,"CR08","CR17",858
"545",2019-02-01,"CR08","CR20",22
"546",2019-02-01,"CR08","CR35",7694
"547",2019-02-01,"CR08","CR36",744
"548",2019-02-01,"CR09","CR01",416
"549",2019-02-01,"CR09","CR03",12
"550",2019-02-01,"CR09","CR06",2
"551",2019-02-01,"CR09","CR07",4
"552",2019-02-01,"CR09","CR08",602
"553",2019-02-01,"CR09","CR09",2792
"554",2019-02-01,"CR09","CR10",1488
"555",2019-02-01,"CR09","CR12",2326
"556",2019-02-01,"CR09","CR13",6260
"557",2019-02-01,"CR09","CR14",7527
"558",2019-02-01,"CR09","CR15",222
"559",2019-02-01,"CR09","CR17",2958
"560",2019-02-01,"CR09","CR33",848
"561",2019-02-01,"CR09","CR35",4918
"562",2019-02-01,"CR09","CR36",718
"563",2019-02-01,"CR09","CR40",260
"564",2019-02-01,"CR10","CR01",14236
"565",2019-02-01,"CR10","CR02",20
"566",2019-02-01,"CR10","CR03",60
"567",2019-02-01,"CR10","CR04",68
"568",2019-02-01,"CR10","CR05",20
"569",2019-02-01,"CR10","CR06",782
"570",2019-02-01,"CR10","CR07",1868
"571",2019-02-01,"CR10","CR08",3268
"572",2019-02-01,"CR10","CR09",4774
"573",2019-02-01,"CR10","CR10",37112
"574",2019-02-01,"CR10","CR11",3338
"575",2019-02-01,"CR10","CR12",13987
"576",2019-02-01,"CR10","CR13",22475
"577",2019-02-01,"CR10","CR14",19700
"578",2019-02-01,"CR10","CR15",2924
"579",2019-02-01,"CR10","CR16",292
"580",2019-02-01,"CR10","CR17",14335
"581",2019-02-01,"CR10","CR35",24126
"582",2019-02-01,"CR10","CR36",6328
"583",2019-02-01,"CR10","CR40",120
"584",2019-02-01,"CR11","CR09",384
"585",2019-02-01,"CR11","CR10",7810
"586",2019-02-01,"CR11","CR11",28980
"587",2019-02-01,"CR11","CR12",9750
"588",2019-02-01,"CR11","CR13",19484
"589",2019-02-01,"CR11","CR14",15648
"590",2019-02-01,"CR11","CR15",2040
"591",2019-02-01,"CR11","CR17",4889
"592",2019-02-01,"CR11","CR33",248
"593",2019-02-01,"CR11","CR35",7814
"594",2019-02-01,"CR11","CR36",11240
"595",2019-02-01,"CR11","CR40",1569
"596",2019-02-01,"CR12","CR01",1536
"597",2019-02-01,"CR12","CR04",930
"598",2019-02-01,"CR12","CR06",50
"599",2019-02-01,"CR12","CR07",552
"600",2019-02-01,"CR12","CR08",16160
"601",2019-02-01,"CR12","CR09",636
"602",2019-02-01,"CR12","CR10",12350
"603",2019-02-01,"CR12","CR11",12667
"604",2019-02-01,"CR12","CR12",90395
"605",2019-02-01,"CR12","CR13",31078
"606",2019-02-01,"CR12","CR14",56988
"607",2019-02-01,"CR12","CR15",1393
"608",2019-02-01,"CR12","CR16",600
"609",2019-02-01,"CR12","CR17",47176
"610",2019-02-01,"CR12","CR28",900
"611",2019-02-01,"CR12","CR34",576
"612",2019-02-01,"CR12","CR35",28816
"613",2019-02-01,"CR12","CR36",4390
"614",2019-02-01,"CR12","CR38",1344
"615",2019-02-01,"CR12","CR39",4
"616",2019-02-01,"CR13","CR01",4256
"617",2019-02-01,"CR13","CR05",1920
"618",2019-02-01,"CR13","CR08",2209
"619",2019-02-01,"CR13","CR10",2086
"620",2019-02-01,"CR13","CR11",1324
"621",2019-02-01,"CR13","CR12",6426
"622",2019-02-01,"CR13","CR13",76617
"623",2019-02-01,"CR13","CR14",29189
"624",2019-02-01,"CR13","CR15",2803
"625",2019-02-01,"CR13","CR16",4486
"626",2019-02-01,"CR13","CR17",55670
"627",2019-02-01,"CR13","CR18",234
"628",2019-02-01,"CR13","CR25",2746
"629",2019-02-01,"CR13","CR28",1530
"630",2019-02-01,"CR13","CR30",40
"631",2019-02-01,"CR13","CR33",2016
"632",2019-02-01,"CR13","CR35",25065
"633",2019-02-01,"CR13","CR36",11391
"634",2019-02-01,"CR13","CR38",166
"635",2019-02-01,"CR13","CR40",1180
"636",2019-02-01,"CR14","CR01",2542
"637",2019-02-01,"CR14","CR05",4
"638",2019-02-01,"CR14","CR08",1050
"639",2019-02-01,"CR14","CR09",1068
"640",2019-02-01,"CR14","CR10",6901
"641",2019-02-01,"CR14","CR11",6812
"642",2019-02-01,"CR14","CR12",33360
"643",2019-02-01,"CR14","CR13",51791
"644",2019-02-01,"CR14","CR14",171958
"645",2019-02-01,"CR14","CR15",8434
"646",2019-02-01,"CR14","CR17",15316
